name_old,name_new,diet_old,diet_new,period_yearsago,period,years_ago,millions_years,lived_in,latitude,longitude,type_old,type_new,length,taxonomy,named_by,species_old,species_new,link
baryonyx,Baryonyx,carnivorous,Carnivorous,Early Cretaceous 125 million years ago,Early Cretaceous ,125 million years ago,125,United Kingdom,55.3781,3.436,large theropod,Large Theropod,10.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Spinosauridae Baryonychinae,Charig and Milner (1987),walkeri,Walkeri,https://www.nhm.ac.uk/discover/dino-directory/baryonyx.html
sinocalliopteryx,Sinocalliopteryx,carnivorous,Carnivorous,Early Cretaceous 125 million years ago,Early Cretaceous ,125 million years ago,125,China,35.8617,104.1954,small theropod,Small Theropod,2.37m,Dinosauria Saurischia,Ji Ji Lü and Yuan (2007),gigas,Gigas,https://www.nhm.ac.uk/discover/dino-directory/sinocalliopteryx.html
sinosauropteryx,Sinosauropteryx,carnivorous,Carnivorous,Early Cretaceous 122-120 million years ago,Early Cretaceous ,122-120 million years ago,122,China,35.8617,104.1954,small theropod,Small Theropod,1.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Compsognathidae,Ji and Ji (1996),prima,Prima,https://www.nhm.ac.uk/discover/dino-directory/sinosauropteryx.html
sinornithosaurus,Sinornithosaurus,carnivorous,Carnivorous,Early Cretaceous 122-120 million years ago,Early Cretaceous ,122-120 million years ago,122,China,35.8617,104.1954,small theropod,Small Theropod,2.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae,Xu Wang and Wu (1999),millenii,Millenii,https://www.nhm.ac.uk/discover/dino-directory/sinornithosaurus.html
protarchaeopteryx,Protarchaeopteryx,carnivorous,Carnivorous,Early Cretaceous 122-120 million years ago,Early Cretaceous ,122-120 million years ago,122,China,35.8617,104.1954,small theropod,Small Theropod,2.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora,Ji and Ji (1997),robusta,Robusta,https://www.nhm.ac.uk/discover/dino-directory/protarchaeopteryx.html
shamosaurus,Shamosaurus,herbivorous,Herbivorous,Early Cretaceous 121-99 million years ago,Early Cretaceous ,121-99 million years ago,121,Mongolia,46.8625,103.8467,armoured dinosaur,Armoured Dinosaur,,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Ankylosauridae,Tumanova (1983),scutatus,Scutatus,https://www.nhm.ac.uk/discover/dino-directory/shamosaurus.html
harpymimus,Harpymimus,omnivorous,Omnivorous,Early Cretaceous 121-99 million years ago,Early Cretaceous ,121-99 million years ago,121,Mongolia,46.8625,103.8467,small theropod,Small Theropod,2.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Ornithomimosauria,Barsbold and Perle (1984),okladnikovi,Okladnikovi,https://www.nhm.ac.uk/discover/dino-directory/harpymimus.html
fukuisaurus,Fukuisaurus,herbivorous,Herbivorous,Early Cretaceous 121-99 million years ago,Early Cretaceous ,121-99 million years ago,121,Japan,36.2048,138.2529,euornithopod,Euornithopod,4.7m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea,Kobayashi and Azuma (2003),tetoriensius,Tetoriensius,https://www.nhm.ac.uk/discover/dino-directory/fukuisaurus.html
fukuiraptor,Fukuiraptor,carnivorous,Carnivorous,Early Cretaceous 121-99 million years ago,Early Cretaceous ,121-99 million years ago,121,Japan,36.2048,138.2529,large theropod,Large Theropod,4.2m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria,Azuma and Currie (2000),kitadaniensis,Kitadaniensis,https://www.nhm.ac.uk/discover/dino-directory/fukuiraptor.html
probactrosaurus,Probactrosaurus,herbivorous,Herbivorous,Early Cretaceous 121-99 million years ago,Early Cretaceous ,121-99 million years ago,121,China,35.8617,104.1954,euornithopod,Euornithopod,6.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea,Rozhdestvensky (1966),gobiensis,Gobiensis,https://www.nhm.ac.uk/discover/dino-directory/probactrosaurus.html
gobisaurus,Gobisaurus,herbivorous,Herbivorous,Early Cretaceous 121-99 million years ago,Early Cretaceous ,121-99 million years ago,121,China,35.8617,104.1954,armoured dinosaur,Armoured Dinosaur,5.0m,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Ankylosauridae,Vickaryous Russell Currie and Zhao (2001),domoculus,Domoculus,https://www.nhm.ac.uk/discover/dino-directory/gobisaurus.html
archaeoceratops,Archaeoceratops,herbivorous,Herbivorous,Early Cretaceous 121-99 million years ago,Early Cretaceous ,121-99 million years ago,121,China,35.8617,104.1954,ceratopsian,Ceratopsian,1.3m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia,Dong and Azuma (1987),oshimai,Oshimai,https://www.nhm.ac.uk/discover/dino-directory/archaeoceratops.html
nigersaurus,Nigersaurus,herbivorous,Herbivorous,Early Cretaceous 121-99 million years ago,Early Cretaceous ,121-99 million years ago,121,Tunisia,33.8869,9.5375,sauropod,Sauropod,15.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Rebbachisauridae,Sereno Beck Dutheil Larsson Lyon Moussa Sadleir Sidor Varricchio Wilson &amp; Wilson (1999),taqueti,Taqueti,https://www.nhm.ac.uk/discover/dino-directory/nigersaurus.html
ligabuesaurus,Ligabuesaurus,herbivorous,Herbivorous,Early Cretaceous 121-99 million years ago,Early Cretaceous ,121-99 million years ago,121,Argentina,-34.603722,-58.381592,sauropod,Sauropod,24.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria,Bonaparte González Riga and Apesteguía (2006),leanzai,Leanzai,https://www.nhm.ac.uk/discover/dino-directory/ligabuesaurus.html
atlascopcosaurus,Atlascopcosaurus,herbivorous,Herbivorous,Early Cretaceous 121-97 million years ago,Early Cretaceous ,121-97 million years ago,121,Australia,-25.2744,133.7741,euornithopod,Euornithopod,3.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda,Rich and Rich (1989),loadsi,Loadsi,https://www.nhm.ac.uk/discover/dino-directory/atlascopcosaurus.html
sauropelta,Sauropelta,herbivorous,Herbivorous,Early Cretaceous 121-94 million years ago,Early Cretaceous ,121-94 million years ago,121,USA,37.0902,-95.7129,armoured dinosaur,Armoured Dinosaur,6.5m,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Nodosauridae,Ostrom (1970),edwardsorum,Edwardsorum,https://www.nhm.ac.uk/discover/dino-directory/sauropelta.html
silvisaurus,Silvisaurus,herbivorous,Herbivorous,Early Cretaceous 121-112 million years ago,Early Cretaceous ,121-112 million years ago,121,USA,37.0902,-95.7129,armoured dinosaur,Armoured Dinosaur,4.0m,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Nodosauridae,Eaton (1960),condrayi,Condrayi,https://www.nhm.ac.uk/discover/dino-directory/silvisaurus.html
suchomimus,Suchomimus,carnivorous,Carnivorous,Early Cretaceous 121-112 million years ago,Early Cretaceous ,121-112 million years ago,121,Niger,17.6078,8.0817,large theropod,Large Theropod,11.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Spinosauridae Baryonychinae,Sereno Beck Dutheil Gado Larsson Lyon Marcot Rauhut Sadleir Sidor Varricchio Wilson and Wilson (1998),tenerensis,Tenerensis,https://www.nhm.ac.uk/discover/dino-directory/suchomimus.html
lurdusaurus,Lurdusaurus,herbivorous,Herbivorous,Early Cretaceous 121-112 million years ago,Early Cretaceous ,121-112 million years ago,121,Niger,17.6078,8.0817,euornithopod,Euornithopod,9.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea,Taquet &amp; Russell (1999),arenatus,Arenatus,https://www.nhm.ac.uk/discover/dino-directory/lurdusaurus.html
malawisaurus,Malawisaurus,herbivorous,Herbivorous,Early Cretaceous 121-112 million years ago,Early Cretaceous ,121-112 million years ago,121,Malawi,13.2543,34.3015,sauropod,Sauropod,9.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,Haughton (1928),dixeyi,Dixeyi,https://www.nhm.ac.uk/discover/dino-directory/malawisaurus.html
minmi,Minmi,herbivorous,Herbivorous,Early Cretaceous 121-112 million years ago,Early Cretaceous ,121-112 million years ago,121,Australia,-25.2744,133.7741,armoured dinosaur,Armoured Dinosaur,3.0m,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria,Molnar (1980),paravertebra,Paravertebra,https://www.nhm.ac.uk/discover/dino-directory/minmi.html
zephyrosaurus,Zephyrosaurus,herbivorous,Herbivorous,Early Cretaceous 120-110 million years ago,Early Cretaceous ,120-110 million years ago,120,USA,37.0902,-95.7129,euornithopod,Euornithopod,1.8m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda,Sues (1980),schaffi,Schaffi,https://www.nhm.ac.uk/discover/dino-directory/zephyrosaurus.html
tenontosaurus,Tenontosaurus,herbivorous,Herbivorous,Early Cretaceous 120-110 million years ago,Early Cretaceous ,120-110 million years ago,120,USA,37.0902,-95.7129,euornithopod,Euornithopod,7.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia,Ostrom (1970),tillettorum,Tillettorum,https://www.nhm.ac.uk/discover/dino-directory/tenontosaurus.html
deinonychus,Deinonychus,carnivorous,Carnivorous,Early Cretaceous 120-110 million years ago,Early Cretaceous ,120-110 million years ago,120,USA,37.0902,-95.7129,small theropod,Small Theropod,3.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae,Ostrom (1969),antirrhopus,Antirrhopus,https://www.nhm.ac.uk/discover/dino-directory/deinonychus.html
psittacosaurus,Psittacosaurus,herbivorous,Herbivorous,Early Cretaceous 120-100 million years ago,Early Cretaceous ,120-100 million years ago,120,Russia,61.524,105.3188,ceratopsian,Ceratopsian,2.0m,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Psittacosauridae,Osborn (1923),mongoliensis,Mongoliensis,https://www.nhm.ac.uk/discover/dino-directory/psittacosaurus.html
leaellynasaura,Leaellynasaura,herbivorous,Herbivorous,Early Cretaceous 115-110 million years ago,Early Cretaceous ,115-110 million years ago,115,Australia,-25.2744,133.7741,euornithopod,Euornithopod,2.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda,Rich and Rich (1989),amicagraphica,Amicagraphica,https://www.nhm.ac.uk/discover/dino-directory/leaellynasaura.html
acrocanthosaurus,Acrocanthosaurus,carnivorous,Carnivorous,Early Cretaceous 115-105 million years ago,Early Cretaceous ,115-105 million years ago,115,USA,37.0902,-95.7129,large theropod,Large Theropod,12.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Carcharodontosauridae,Stovall and Langston (1950),atokensis,Atokensis,https://www.nhm.ac.uk/discover/dino-directory/acrocanthosaurus.html
ouranosaurus,Ouranosaurus,herbivorous,Herbivorous,Early Cretaceous 115-100 million years ago,Early Cretaceous ,115-100 million years ago,115,Niger,17.6078,8.0817,euornithopod,Euornithopod,7.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea,Taquet (1976),nigeriensis,Nigeriensis,https://www.nhm.ac.uk/discover/dino-directory/ouranosaurus.html
rebbachisaurus,Rebbachisaurus,herbivorous,Herbivorous,Early Cretaceous 112-99 million years ago,Early Cretaceous ,112-99 million years ago,112,Morocco,46.8625,103.8467,sauropod,Sauropod,20.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Rebbachisauridae,Lavocat (1954),garasbae,Garasbae,https://www.nhm.ac.uk/discover/dino-directory/rebbachisaurus.html
irritator,Irritator,carnivorous,Carnivorous,Early Cretaceous 112-99 million years ago,Early Cretaceous ,112-99 million years ago,112,Brazil,-14.235,-51.9253,large theropod,Large Theropod,6.5m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Spinosauridae Spinosaurinae,Martill Cruickshank Frey Small and Clarke (1996),challengeri,Challengeri,https://www.nhm.ac.uk/discover/dino-directory/irritator.html
austrosaurus,Austrosaurus,herbivorous,Herbivorous,Early Cretaceous 112-99 million years ago,Early Cretaceous ,112-99 million years ago,112,Australia,-25.2744,133.7741,sauropod,Sauropod,15.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria,Longman (1933),mckillopi,Mckillopi,https://www.nhm.ac.uk/discover/dino-directory/austrosaurus.html
chubutisaurus,Chubutisaurus,herbivorous,Herbivorous,Early Cretaceous 112-99 million years ago,Early Cretaceous ,112-99 million years ago,112,Argentina,-34.603722,-58.381592,sauropod,Sauropod,23.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria,Corro (1974),insignis,Insignis,https://www.nhm.ac.uk/discover/dino-directory/chubutisaurus.html
giganotosaurus,Giganotosaurus,carnivorous,Carnivorous,Early Cretaceous 112-90 million years ago,Early Cretaceous ,112-90 million years ago,112,Argentina,-34.603722,-58.381592,large theropod,Large Theropod,12.5m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Carcharodontosauridae,Coria and Salgado (1995),carolinii,Carolinii,https://www.nhm.ac.uk/discover/dino-directory/giganotosaurus.html
utahraptor,Utahraptor,carnivorous,Carnivorous,Early Cretaceous 112-100 million years ago,Early Cretaceous ,112-100 million years ago,112,USA,37.0902,-95.7129,large theropod,Large Theropod,6.0m,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae,Kirkland Gaston and Burge (1993),ostrommaysorum,Ostrommaysorum,https://www.nhm.ac.uk/discover/dino-directory/utahraptor.html
erketu,Erketu,herbivorous,Herbivorous,Early Cretaceous 110-100 million years ago,Early Cretaceous ,110-100 million years ago,110,Mongolia,46.8625,103.8467,sauropod,Sauropod,15.0m,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria,Ksepka and Norell (2006),ellisoni,Ellisoni,https://www.nhm.ac.uk/discover/dino-directory/erketu.html
nodosaurus,Nodosaurus,herbivorous,Herbivorous,Early Cretaceous 110-100 million years ago,Early Cretaceous ,110-100 million years ago,110,USA,37.0902,-95.7129,armoured dinosaur,Armoured Dinosaur,5.0m,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Nodosauridae,Marsh (1889),textilis,Textilis,https://www.nhm.ac.uk/discover/dino-directory/nodosaurus.html
muttaburrasaurus,Muttaburrasaurus,herbivorous,Herbivorous,Early Cretaceous 110-100 million years ago,Early Cretaceous ,110-100 million years ago,110,Australia,-25.2744,133.7741,euornithopod,Euornithopod,7.0m,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea,Bartholomai and Molnar (1981),langdoni,Langdoni,https://www.nhm.ac.uk/discover/dino-directory/muttaburrasaurus.html
